key,id,name,organization_id,organization_name,client_id,status,description,phone_number,website,culture_code,alternate_name,address,city,state_province,postal_code,city (from Postal_Code),latitude,longitude,coordinates/0,coordinates/1,coordinates/2,coordinates/3,coordinates/4,coordinates/5,resource_type,category,parent_id (from Category),id2,OAK? (from Resources_OAK),city_id,city_id_old,neighborhood_id,name (from Neighborhood),geocode_neighborhood,last_scraped
38903542en,38903542,Southeast Asian Clinic,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,ACTIVE,"Serves the pediatric healthcare needs of the Bay Area's large Southeast Asian community with a primary care center for children from birth to age 19.&nbsp; Interpreter services in many languages and dialects are provided, and the clinics multidisciplinary team is sensitive to community cultural standards.",510-428-3226,www.childrenshospitaloakland.org/healthcare/depts/asian-clinic_overview.asp,en,,5220 Claremont Avenue,Oakland,California,94609,Oakland,37.835713,-122.263515,"37.835713, -122.263515",,,,,,Program,5567,5322,38903542,1 checked out of 1,1,1,3,North Oakland,Temescal,2020-07-04 21:48:08
38903543en,38903543,Psychiatry,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,ACTIVE,"Offer a full range of outpatient psychiatric and psychological services for children up to age 18 and their families, as well as consultation/liaison and supporting clinical services to inpatients and staff. Children's multidisciplinary team of psychiatrists, psychologists and social workers treat children from many backgrounds and with a wide variety of conditions, including adjustment disorders, affective disorders, developmental delays, depression and learning disabilities.",510-428-3570,www.childrenshospitaloakland.org/healthcare/depts/psych_overview.asp,en,,770 - 53rd Street,Oakland,California,94609,Oakland,37.835713,-122.263515,"37.835713, -122.263515",,,,,,Program,5578,5566,38903543,1 checked out of 1,1,1,3,North Oakland,Temescal,2020-07-04 21:49:00
38903593en,38903593,Newcomer Assistance,38898614,FILIPINO ADVOCATES FOR JUSTICE,2376,ACTIVE,"Offers immigration assistance with completing forms and the naturalization process. Provides employment listings, referral information, and translation services. Also offers alcohol and drug prevention education.",510-465-9876,http://filipinos4justice.org/,en,Filipinos for Affirmative Action,,,,,,,,"37.5955, -122.08248","37.79925, -122.27137",,,,,Program,5601,5324,38903593,1 checked out of 1,1,,,,,2020-07-04 21:50:45
38903640en,38903640,Chrysalis,38898646,HORIZON SERVICES INC. (HSI),2376,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative Office is not open to the public. All programs are following social distancing guidelines. Posted: 4-10-2020 4:46pm SMR&nbsp;</span><br /><br />Recovery facility for women 18 years of age and older. Chrysalis serves women who have a co-ocurring alcohol and/or other drug dependence as well as a mental health condition and may be homeless, dual diagnosed, diagnosed AIDS or HIV+. Accepts referrals from: detox, Shelter Plus Care, CPS, Alameda County Access, court ordered/referred, mental health facilities, substance abuse programs and primary care services. Program varies in length. Day program curriculum consists of recovery workshops and groups. Evening groups are Alcohol Anonymous and Narcotic Anonymous meetings and Family Process groups one night a week.",510-450-1190,www.horizonservices.org,en,,,,California,,,,,"37.835713, -122.263515",,,,,,Program,5564,5323,38903640,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38903640en,38903640,Chrysalis,38898646,HORIZON SERVICES INC. (HSI),2376,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative Office is not open to the public. All programs are following social distancing guidelines. Posted: 4-10-2020 4:46pm SMR&nbsp;</span><br /><br />Recovery facility for women 18 years of age and older. Chrysalis serves women who have a co-ocurring alcohol and/or other drug dependence as well as a mental health condition and may be homeless, dual diagnosed, diagnosed AIDS or HIV+. Accepts referrals from: detox, Shelter Plus Care, CPS, Alameda County Access, court ordered/referred, mental health facilities, substance abuse programs and primary care services. Program varies in length. Day program curriculum consists of recovery workshops and groups. Evening groups are Alcohol Anonymous and Narcotic Anonymous meetings and Family Process groups one night a week.",510-450-1190,www.horizonservices.org,en,,,,California,,,,,"37.835713, -122.263515",,,,,,Program,5584,5566,38903640,1 checked out of 1,1,,,,,2020-07-04 21:49:18
38903640en,38903640,Chrysalis,38898646,HORIZON SERVICES INC. (HSI),2376,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative Office is not open to the public. All programs are following social distancing guidelines. Posted: 4-10-2020 4:46pm SMR&nbsp;</span><br /><br />Recovery facility for women 18 years of age and older. Chrysalis serves women who have a co-ocurring alcohol and/or other drug dependence as well as a mental health condition and may be homeless, dual diagnosed, diagnosed AIDS or HIV+. Accepts referrals from: detox, Shelter Plus Care, CPS, Alameda County Access, court ordered/referred, mental health facilities, substance abuse programs and primary care services. Program varies in length. Day program curriculum consists of recovery workshops and groups. Evening groups are Alcohol Anonymous and Narcotic Anonymous meetings and Family Process groups one night a week.",510-450-1190,www.horizonservices.org,en,,,,California,,,,,"37.835713, -122.263515",,,,,,Program,5562,5323,38903640,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38903640en,38903640,Chrysalis,38898646,HORIZON SERVICES INC. (HSI),2376,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative Office is not open to the public. All programs are following social distancing guidelines. Posted: 4-10-2020 4:46pm SMR&nbsp;</span><br /><br />Recovery facility for women 18 years of age and older. Chrysalis serves women who have a co-ocurring alcohol and/or other drug dependence as well as a mental health condition and may be homeless, dual diagnosed, diagnosed AIDS or HIV+. Accepts referrals from: detox, Shelter Plus Care, CPS, Alameda County Access, court ordered/referred, mental health facilities, substance abuse programs and primary care services. Program varies in length. Day program curriculum consists of recovery workshops and groups. Evening groups are Alcohol Anonymous and Narcotic Anonymous meetings and Family Process groups one night a week.",510-450-1190,www.horizonservices.org,en,,,,California,,,,,"37.835713, -122.263515",,,,,,Program,5563,5323,38903640,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38903643en,38903643,Outpatient Substance Abuse Treatment Center,38898650,"HUMANISTIC ALTERNATIVES TO ADDICTION, RESEARCH AND TREATMENT INC",2376,ACTIVE,Provides non-residential substance use disorder clinic. Offers various programs and services to patients including:<ul>	<li>Overdose Prevention</li>	<li>Counseling</li>	<li>Detoxification</li>	<li>Medication Assisted Treatment (Methadone or Buprenorphine)</li></ul>,510-875-2300 ext 246,www.haartoakland.org,en,,,,,,,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5563,5323,38903643,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38903643en,38903643,Outpatient Substance Abuse Treatment Center,38898650,"HUMANISTIC ALTERNATIVES TO ADDICTION, RESEARCH AND TREATMENT INC",2376,ACTIVE,Provides non-residential substance use disorder clinic. Offers various programs and services to patients including:<ul>	<li>Overdose Prevention</li>	<li>Counseling</li>	<li>Detoxification</li>	<li>Medication Assisted Treatment (Methadone or Buprenorphine)</li></ul>,510-875-2300 ext 246,www.haartoakland.org,en,,,,,,,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5564,5323,38903643,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38903643en,38903643,Outpatient Substance Abuse Treatment Center,38898650,"HUMANISTIC ALTERNATIVES TO ADDICTION, RESEARCH AND TREATMENT INC",2376,ACTIVE,Provides non-residential substance use disorder clinic. Offers various programs and services to patients including:<ul>	<li>Overdose Prevention</li>	<li>Counseling</li>	<li>Detoxification</li>	<li>Medication Assisted Treatment (Methadone or Buprenorphine)</li></ul>,510-875-2300 ext 246,www.haartoakland.org,en,,,,,,,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5562,5323,38903643,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38903653en,38903653,Consultations: General Immigration Clinic and Consultations,38898658,INTERNATIONAL INSTITUTE OF THE BAY AREA (IIBA),2376,ACTIVE,"<table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">Note: Office is currently closed to the public. Call to speak to staff or leave a message. Posted 4-13-2020 10:12am SMR&nbsp;</span></td>		</tr>	</tbody></table><br />People with general immigration questions should come to the Oakland Offices walk-in General Immigration Clinic every Thursday from 9 to 12 pm and from 1 to 5 pm. The fee for the general consultation is $30. Those that cannot make the Thursday general immigration clinic, or prefer to have a one-on-one consultation with an attorney, can make an appointment for an in-depth one-hour consultation by calling. The consultation fee is $60.&nbsp; Assists with Deferred Action for Childhood Arrivals (DACA) and Deferred Action for Parental Accountability (DAPA).","510-451-2846, EXT 301",www.iibayarea.org,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073","37.526811, -121.964908",,,,,Program,5601,5324,38903653,1 checked out of 1,1,,,,,2020-07-04 21:50:45
38903664en,38903664,Casa del Sol Mental Health Clinic,38898668,LA CLINICA DE LA RAZA INC,2376,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>	<li><span style=""color:#FF0000"">Greeters are posted at our front doors to ensure people with symptoms are directed appropriately and that our visitor policy is being maintained effectively.</span></li>	<li><span style=""color:#FF0000"">One parent can continue to accompany a child under the age of 18 years old to their appointment.&nbsp;<strong>However, any other children that are not being seen on that visit or other accompanying family members or others need to be stay home, wait outside, and will be asked to leave the clinic.</strong></span></li>	<li><span style=""color:#FF0000"">Essential caregivers are</span>	<ul>		<li><span style=""color:#FF0000"">Parents/guardians accompanying children under the age of 18 years old.</span></li>		<li><span style=""color:#FF0000"">Adult chaperones for vulnerable patients, such as elders, patients with mobility needs or other mental health/ medical conditions, chronic pain patients, etc.</span></li>	</ul>	</li></ul><ul>	<li><span style=""color:#FF0000""><strong>Medical sites</strong>&nbsp;are working to convert in-person appointments to telephone/video appointments, where possible. Staff may contact you before your appointment to coordinate your visit.</span></li>	<li><span style=""color:#FF0000""><strong>Dental clinics</strong>&nbsp;are only seeing patients with a dental emergency. Please call your dental provider if you are experiencing a dental emergency to coordinate your visit.</span></li>	<li><span style=""color:#FF0000""><strong>Behavioral Health</strong>&nbsp;– if you’re feeling anxious or not your normal self, that’s expected during this time. If you need additional support, please reach out:</span>	<ul>		<li><span style=""color:#FF0000"">All visits that usually take place in medical clinics will be done via telephone. Please call your behavioral health clinician to coordinate care. If you need to speak to someone right away or if you do not have a behavioral health clinician, please call your clinic.</span></li>	</ul>	</li></ul><span style=""color:#FF0000"">Posted: 4-29-2020 12:49pm SMR&nbsp;</span><br /><br />Offers mental health services to Alameda County's Spanish speaking community. Services are delivered in a culturally and linguistically appropriate manner. Services include:<ul>	<li>Assessment</li>	<li>Crisis intervention</li>	<li>Individual therapy</li>	<li>Family therapy</li>	<li>Group counseling</li>	<li>Psychiatry for children, adolescents, and older adults</li></ul><br />Specialized mental health services available for:<ul>	<li>Adults with severe mental health conditions or co-occurring conditions</li>	<li>Children and adolescents</li>	<li>Families at risk of child abuse/neglect</li>	<li>Families impacted by domestic violence/intimate partner violence</li>	<li>Individuals with HIV</li></ul>",510-535-6200,www.laclinica.org,en,,,,,,,,,"37.77908, -122.22542",,,,,,Program,5578,5566,38903664,1 checked out of 1,1,,,,,2020-07-04 21:49:00
38903664en,38903664,Casa del Sol Mental Health Clinic,38898668,LA CLINICA DE LA RAZA INC,2376,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>	<li><span style=""color:#FF0000"">Greeters are posted at our front doors to ensure people with symptoms are directed appropriately and that our visitor policy is being maintained effectively.</span></li>	<li><span style=""color:#FF0000"">One parent can continue to accompany a child under the age of 18 years old to their appointment.&nbsp;<strong>However, any other children that are not being seen on that visit or other accompanying family members or others need to be stay home, wait outside, and will be asked to leave the clinic.</strong></span></li>	<li><span style=""color:#FF0000"">Essential caregivers are</span>	<ul>		<li><span style=""color:#FF0000"">Parents/guardians accompanying children under the age of 18 years old.</span></li>		<li><span style=""color:#FF0000"">Adult chaperones for vulnerable patients, such as elders, patients with mobility needs or other mental health/ medical conditions, chronic pain patients, etc.</span></li>	</ul>	</li></ul><ul>	<li><span style=""color:#FF0000""><strong>Medical sites</strong>&nbsp;are working to convert in-person appointments to telephone/video appointments, where possible. Staff may contact you before your appointment to coordinate your visit.</span></li>	<li><span style=""color:#FF0000""><strong>Dental clinics</strong>&nbsp;are only seeing patients with a dental emergency. Please call your dental provider if you are experiencing a dental emergency to coordinate your visit.</span></li>	<li><span style=""color:#FF0000""><strong>Behavioral Health</strong>&nbsp;– if you’re feeling anxious or not your normal self, that’s expected during this time. If you need additional support, please reach out:</span>	<ul>		<li><span style=""color:#FF0000"">All visits that usually take place in medical clinics will be done via telephone. Please call your behavioral health clinician to coordinate care. If you need to speak to someone right away or if you do not have a behavioral health clinician, please call your clinic.</span></li>	</ul>	</li></ul><span style=""color:#FF0000"">Posted: 4-29-2020 12:49pm SMR&nbsp;</span><br /><br />Offers mental health services to Alameda County's Spanish speaking community. Services are delivered in a culturally and linguistically appropriate manner. Services include:<ul>	<li>Assessment</li>	<li>Crisis intervention</li>	<li>Individual therapy</li>	<li>Family therapy</li>	<li>Group counseling</li>	<li>Psychiatry for children, adolescents, and older adults</li></ul><br />Specialized mental health services available for:<ul>	<li>Adults with severe mental health conditions or co-occurring conditions</li>	<li>Children and adolescents</li>	<li>Families at risk of child abuse/neglect</li>	<li>Families impacted by domestic violence/intimate partner violence</li>	<li>Individuals with HIV</li></ul>",510-535-6200,www.laclinica.org,en,,,,,,,,,"37.77908, -122.22542",,,,,,Program,5579,5566,38903664,1 checked out of 1,1,,,,,2020-07-04 21:49:04
