key,id,name,postal_code,address,city,organization_id,organization_name,client_id,latitude,longitude,status,description,phone_number,website,culture_code,state_province,alternate_name,coordinates__001,coordinates__002,coordinates__003,coordinates__004,coordinates__005,coordinates__006,resource_type,category,parent_id (from Category),last_scraped,Field 29
56095928en,56095928,Safe Space Project,,,,38898839,WDDC - WOMEN'S DAYTIME DROP-IN CENTER,2376,,,ACTIVE,Provides support groups and services for vulnerabl...,510-548-2884,www.safespaceproject.org,en,,,"37.86639, -122.28429",,,,Program,5585,,,,2020-06-29 01:23:00,
38907228en,38907228,Sexual Assault & Domestic Violence Support Groups,,,,38898805,TRI-VALLEY HAVEN,2376,37.729225,-121.691025,ACTIVE,"For survivors of sexual assault, this support grou...",925-449-5845,www.trivalleyhaven.org,en,,,"37.729225, -121.691025",,,,Program,5585,,,,2020-06-29 01:23:00,
38904272en,38904272,Shalom Bayit,,,,38899090,,2376,37.818366,-122.235131,ACTIVE,A grassroots organization dedicated to ending abus...,510-845-7233,www.shalom-bayit.org,en,,,"37.818366, -122.235131",,,,Program,5585,,,,2020-06-29 01:23:00,
38907182en,38907182,Sister to Sister Empowerment and Enrichment Allian...,,,,38899804,COURAGEOUS WOMEN ASSOCIATION,2376,37.81018,-122.269073,ACTIVE,Offers support groups which are designed to build ...,510-273-2412,www.courageouswomen.org,en,,,"37.80647, -122.2685","37.81018, -122.269073",,,Program,5585,,,,2020-06-29 01:23:00,
38903885en,38903885,Women's Daytime Drop-In Center (WDDC),,,,38898839,WDDC - WOMEN'S DAYTIME DROP-IN CENTER,2376,37.865566,-122.284909,ACTIVE,"<span style=""color:#FF0000"">NOTE: Women’s Daytime Drop-in Center</span><ul> <li><span style=""color:#FF0000"">Free meals, food, and hygiene/cleaning sup...",510-548-2884,www.womensdropin.org,en,,,"37.86639, -122.28429","37.865566, -122.284909",,,Program,5585,,,,2020-06-29 01:23:00,
38904878en,38904878,24-Hour Crisis and Information Hotline,,,,38898997,A SAFE PLACE - DOMESTIC VIOLENCE SERVICES,2376,37.80928,-122.29923,ACTIVE,"<span style=""color:#FF0000"">Note: All services are...",510-536-7233,www.asafeplacedvs.org,en,,,"37.80928, -122.29923",,,,Program,5586,,,,2020-06-29 01:23:00,
38906891en,38906891,24-Hour Crisis Line,,,,38898805,TRI-VALLEY HAVEN,2376,37.729225,-121.691025,ACTIVE,"<span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px""><span style=""color:#FF0000"">NOTE:&nbsp; Tri-Valley’s 24-hour crisis ...",800-884-8119,www.trivalleyhaven.org,en,,,"37.729225, -121.691025",,,,Program,5586,,,,2020-06-29 01:23:00,
38904855en,38904855,24-Hour Domestic Violence Hotline,,,,38898902,SAFE ALTERNATIVES TO VIOLENT ENVIRONMENTS (SAVE),2376,,,ACTIVE,Provides trained and certified domestic violence c...,510-794-6055,www.save-dv.org,en,,,"37.5562, -122.01457",,,,Program,5586,,,,2020-06-29 01:23:00,
38903924en,38903924,Domestic Violence Helpline and Support,,,,38898862,NARIKA,2376,37.8693,-122.268,ACTIVE,"<span style=""color:#FF0000"">NOTE: Domestic violenc...",510-444-6048,www.narika.org,en,,,"37.8693, -122.268",,,,Program,5586,,,,2020-06-29 01:23:00,
38904046en,38904046,National Domestic Violence Hotline (NDVH),,,,38898949,,2376,30.320233,-97.865683,ACTIVE,"Provides crisis intervention, information and refe...",855-812-1001,www.thehotline.org,en,,,"30.320233, -97.865683",,,,Program,5586,,,,2020-06-29 01:23:00,
38904305en,38904305,Project Survive,,,,38899116,LEGAL AID AT WORK,2376,37.791257,-122.400811,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed to the public but staff is working remotely. Virtual appointment are available. Updated: 4-14-2020 ...",888-864-8335,www.leagalaidatwork.org,en,,,"37.791257, -122.400811",,,,Program,5586,,,,2020-06-29 01:23:00,
38907209en,38907209,Refuge and Immigrant Program,,,,38899508,VIETNAMESE AMERICAN COMMUNITY CENTER OF THE EAST B...,2376,37.793068,-122.242902,ACTIVE,Services offered to refugee and immigrant communit...,510-891-9999,www.vacceb.net,en,,,"37.793068, -122.242902",,,,Program,5586,,,,2020-06-29 01:23:00,
38903580en,38903580,Ruby's Shelter,,,,38898602,RUBYS PLACE INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Program is curre...",510-786-1246,www.rubysplace.org,en,,,"37.63601, -122.10587",,,,Program,5586,,,,2020-06-29 01:23:00,
38905159en,38905159,Shimtuh - Domestic Violence Intervention and Preve...,,,,38898667,KOREAN COMMUNITY CENTER OF THE EAST BAY (KCCEB),2376,37.81018,-122.269073,ACTIVE,"Provides referrals for domestic violence shelter, ...",510-547-2360,www.kcceb.org,en,,,"37.81018, -122.269073",,,,Program,5586,,,,2020-06-29 01:23:00,
38903826en,38903826,Grief Counseling,,,,38898789,CRISIS SUPPORT SERVICES OF ALAMEDA COUNTY - CSS,2376,,,ACTIVE,"Provides short-term individual, couples, group, and family counseling for the bereaved, particularly for those who are grieving sudden, traumatic deat...",800-260-0094,www.crisissupport.org,en,,,,,,,Program,5588,,,,2020-06-29 01:23:00,
38905961en,38905961,Grief Counseling,,,,38899133,CONTRA COSTA CRISIS CENTER,2376,37.918501,-122.025036,ACTIVE,"<span style=""color:#FF0000"">Note: No in person mee...",800-837-1818,www.crisis-center.org,en,,,"37.918501, -122.025036",,,,Program,5588,,,,2020-06-29 01:23:00,
38905352en,38905352,Grief Support Services,,,,38898645,"HOPE HOSPICE, INC.",2376,37.71474,-121.92996,ACTIVE,They Grey Support Center at Hope Hospice offers in...,925-829-8770,www.hopehospice.com,en,,,"37.71474, -121.92996",,,,Program,5588,,,,2020-06-29 01:23:00,
38905821en,38905821,"Health Connection; Health Classes, Support Groups,...",,,,38898831,WASHINGTON HOSPITAL HEALTHCARE SYSTEM,2376,37.526811,-121.964908,ACTIVE,"Provides physician referral, health and wellness c...",800-963-7070,www.whhs.com,en,,,"37.526811, -121.964908",,,,Program,5588,,,,2020-06-29 01:23:00,
38904324en,38904324,Alcohol and Other Drug Treatment,,,,38899131,OPTIONS RECOVERY SERVICE,2376,37.867417,-122.259661,ACTIVE,"<span style=""color:#FF0000"">Note: Still doing inta...",510-666-9552,www.optionsrecoveryservices.org,en,,AOD,"37.86922, -122.26917","37.867417, -122.259661",,,Program,5590,,,,2020-06-29 01:23:00,
38903442en,38903442,American Lung Association Lung HelpLine,,,,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA,2376,37.755967,-122.188088,ACTIVE,"Provides education, materials, services and consul...",510-638-5864,www.lung.org/california,en,California,,"37.755967, -122.188088",,,,Program,5590,,,,2020-06-29 01:23:00,
38903953en,38903953,California Smokers' Helpline,,,,38898876,"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD) - CANCE...",2376,,,ACTIVE,Offers a free statewide quit smoking service. Prov...,800-662-8887 (800-NO-BUTTS),www.nobutts.org,en,California,,"32.8761, -117.2318",,,,Program,5590,,,,2020-06-29 01:23:00,
38905362en,38905362,Health Education Programs,94546,20103 Lake Chabot Road,Castro Valley,38898596,EDEN MEDICAL CENTER,2376,37.72608,-122.08038,ACTIVE,Offers health education programs including diabete...,,www.edenmedcenter.org,en,California,,"37.72608, -122.08038",,,,Program,5590,,,,2020-06-29 01:23:00,
38906656en,38906656,Lung HelpLine,,,,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA,2376,37.755967,-122.188088,ACTIVE,Offers detailed and accurate information on the fo...,800-586-4872,www.lung.org/california,en,,,"37.755967, -122.188088",,,,Program,5590,,,,2020-06-29 01:23:00,
38906792en,38906792,Newark Center,,,,38898896,SECOND CHANCE INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is open t...",510-792-4357,http://secondchanceinc.com,en,California,,"37.53407, -122.03225",,,,Program,5590,,,,2020-06-29 01:23:00,
38907032en,38907032,Roots Main Clinic,,,,38899759,ROOTS COMMUNITY HEALTH CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-777-1177,rootsclinic.org,en,,,"37.738816, -122.172403",,,,Program,5590,,,,2020-06-29 01:23:00,
38904017en,38904017,Second Chance Hayward Recovery Center,,,,38898896,SECOND CHANCE INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is open t...",510-886-8696,www.secondchanceinc.com,en,California,,"37.633771, -122.061914",,,,Program,5590,,,,2020-06-29 01:23:00,
38903938en,38903938,Tobacco Control Program,,,,38899189,ALAMEDA COUNTY PUBLIC HEALTH DEPARTMENT (ACPHD) CO...,2376,37.806984,-122.286229,ACTIVE,"Provides information and referral for people that want to quit smoking, including information on how to quit smoking by one's self. Also offers inform...",510-208-5920,www.tobaccofreealamedacounty.org,en,,,"37.806984, -122.286229",,,,Program,5590,,,,2020-06-29 01:23:00,
38906876en,38906876,Bay Area Safe Space Drop-in Services,,,,38898853,CAL-PEP,2376,,,ACTIVE,"Provides&nbsp;a program of expanded substance use,...",510-874-7850,www.calpep.org,en,,,"37.83444, -122.28906",,,,Program,6006,,,,2020-06-29 01:23:00,
38905609en,38905609,Brothers Connect / Brutha's Connecxion Support Gro...,,,,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,37.81018,-122.269073,ACTIVE,"Provide a safe confidential space for gay/bi, same...","510-663-7979, EXT 131",www.apeb.org,en,California,,"37.81018, -122.269073",,,,Program,6006,,,,2020-06-29 01:23:00,
38905607en,38905607,Client Services,,,,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,37.81018,-122.269073,ACTIVE,Offers culturally and linguistically appropriate s...,510-663-7979,www.apeb.org,en,California,,"37.81018, -122.269073",,,,Program,6006,,,,2020-06-29 01:23:00,
38903769en,38903769,Counseling Services,,,,38898735,PACIFIC CENTER FOR HUMAN GROWTH,2376,37.85737,-122.244855,ACTIVE,"Offers professional counseling, groups, community ...",510-548-8283,www.pacificcenter.org,en,,,"37.85737, -122.244855",,,,Program,6006,,,,2020-06-29 01:23:00,
38906904en,38906904,GET REAL: Recovery Empowerment and Life,,,,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,37.81018,-122.269073,ACTIVE,This program is designed to provide outpatient sub...,510-663-7979,,en,California,,"37.81018, -122.269073",,,,Program,6006,,,,2020-06-29 01:23:00,
38905035en,38905035,LGBT Services,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,"Provides LGBT-specific support services, including...",510-252-5821,www.tri-cityhealth.org,en,,,"37.5584, -121.98197","37.526811, -121.964908",,,Program,6006,,,,2020-06-29 01:23:00,
38903984en,38903984,LGBTQ Support Groups,94620,PO Box 21195,Oakland,38898893,"PFLAG (PARENTS, FAMILIES AND FRIENDS OF LESBIANS A...",2376,37.77675,-122.21286,ACTIVE,PFLAG welcomes the participation and support of al...,510-562-7692,www.pflag-eastbay.org,en,California,,"37.77675, -122.21286",,,,,,Program,6006,5566,2020-06-29 01:23:00,
52143061en,52143061,Oakland LGBTQ Community Center,,,,52143049,,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: Food Pantry is Closed at this time.&nbsp; Will send email when food pantry reopens at OAKLAND LGBTQ COMMUNITY CENTER...",510-882-2286,www.oaklandlgbtq.org,en,,,"37.81162, -122.2421",,,,Program,6006,,,,2020-06-29 01:23:00,
38906286en,38906286,Our Space (services for LGBTQ youth),,,,38898476,SIDE BY SIDE,2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;Side by Sid...",415-760-6810,www.sidebysideyouth.org,en,,,"37.674815, -122.081533",,,,Program,6006,,,,2020-06-29 01:23:00,
38906238en,38906238,Transgender Support Group,,,,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,37.81018,-122.269073,ACTIVE,Provides support group for transgender persons (al...,"510-663-7979, EXT 131",www.apeb.org,en,California,,"37.81018, -122.269073",,,,Program,6006,,,,2020-06-29 01:23:00,
38905875en,38905875,Alcohol and Drug Assessment Services (ASI),94621,344 Pendleton Way,Oakland,38898732,"OCCUPATIONAL HEALTH SERVICES, INC. (OHS)",2376,37.755967,-122.188088,ACTIVE,"<span style=""color:#FF0000"">NOTE:<span style=""font>""...",510-430-3699,www.duiprograms.ohs.mhn.com,en,California,,"37.755967, -122.188088",,,,,,Program,5561,5323,2020-06-29 01:23:00,
38904500en,38904500,Cherry Hill Detox,,,,38898646,HORIZON SERVICES INC. (HSI),2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative O...",866-866-7496,www.horizonservices.org,en,California,,"37.703439, -122.12448",,,,Program,5561,,,,2020-06-29 01:23:00,
38904239en,38904239,Day Support,94612,2577 San Pablo Avenue,Oakland,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,37.81018,-122.269073,ACTIVE,Provides a half-day program for individuals with a...,510-446-7180,www.ebcrp.org,en,California,,"37.81018, -122.269073",,,,,,Program,"5561,5562,5563,5564","5323, 5323, 5323, 5323",2020-06-29 01:23:00,
38904019en,38904019,Drug Testing and Youth Services,,,,38898929,TERRA FIRMA DIVERSION/EDUCATIONAL SERVICES,2376,37.633771,-122.061914,ACTIVE,"<span style=""color:#FF0000"">Note: Office is open t...",510-675-9362,www.terrafirmadiversion.com,en,,,"37.633771, -122.061914",,,,Program,5561,,,,2020-06-29 01:23:00,
38904972en,38904972,Mental Health Clinic,,,,38899131,OPTIONS RECOVERY SERVICE,2376,37.867417,-122.259661,ACTIVE,"<span style=""color:#FF0000"">Note: Still doing inta...",510-836-9900,www.optionsrecoveryservices.org,en,,,"37.86922, -122.26917","37.867417, -122.259661",,,Program,5561,,,,2020-06-29 01:23:00,
38903828en,38903828,MPI Alcohol and Chemical Dependency Treatment Prog...,,,,38898790,ALTA BATES SUMMIT MEDICAL CENTER SUMMIT CAMPUS,2376,37.835713,-122.263515,ACTIVE,Services include physician-supervised detoxificati...,510-652-7000,www.altabatessummit.org/mpi/,en,California,,"37.835713, -122.263515",,,,Program,5561,,,,2020-06-29 01:23:00,
38905929en,38905929,Self-assessment and Interactive Exercises Programs...,,,,38899403,MILITARY HEALTH SYSTEM (MHS),2376,,,ACTIVE,"Offers free, anonymous depression and alcohol use ...",253-968-1914,https://www.health.mil/Military-Health-Topics/Cond...,en,California,,,,,,Program,5561,,,,2020-06-29 01:23:00,
57667891en,57667891,Substance Use Treatment and Referral Helpline,94538,"3155 Kearny Street, Suite 150",Fremont,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Due to many phar...",844-682-7215,,en,California,,"37.793068, -122.242902",,,,Program,5561,,,,2020-06-29 01:23:00,
38905118en,38905118,"90-Day Job Rehabilitation, Recovery and Fundraisin...",94621,1112 - 73rd Avenue,Oakland,38899238,BUILDING A SOLID FOUNDATION,2376,37.738816,-122.172403,ACTIVE,"<span style=""color:#FF0000"">Note: Not accepting ne...",,www.buildingasolidfoundation.org,en,California,,"37.738816, -122.172403",,,,,,Program,"5562,5563,5564","5323, 5323, 5323",2020-06-29 01:23:00,
38904658en,38904658,Acute Inpatient Care,,,,38899043,FREMONT HOSPITAL,2376,,,ACTIVE,"Provides inpatient psychiatric treatment, includin...",888-796-1101,www.fremonthospital.com,en,,,"37.54658, -121.97964",,,,Program,5562,,,,2020-06-29 01:23:00,
38905547en,38905547,Administration Office / Hayward Community Resource...,,,,38898602,RUBYS PLACE INC,2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000"">Note: Program is curre...",510-581-5626,www.rubysplace.org,en,,,"37.674815, -122.081533",,,,Program,5562,,,,2020-06-29 01:23:00,
38903801en,38903801,Adult Rehabilitation Center ARC,,,,38898904,SALVATION ARMY - ALAMEDA COUNTY,2376,,,ACTIVE,Offers 6-12 month residential work therapy program...,"510-451-4514, ext 112",,en,California,,"37.79812, -122.2721",,,,Program,5562,,,,2020-06-29 01:23:00,
38904324en,38904324,Alcohol and Other Drug Treatment,,,,38899131,OPTIONS RECOVERY SERVICE,2376,37.867417,-122.259661,ACTIVE,"<span style=""color:#FF0000"">Note: Still doing inta...",510-666-9552,www.optionsrecoveryservices.org,en,,AOD,"37.86922, -122.26917","37.867417, -122.259661",,,Program,5562,,,,2020-06-29 01:23:00,
38903442en,38903442,American Lung Association Lung HelpLine,,,,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA,2376,37.755967,-122.188088,ACTIVE,"Provides education, materials, services and consul...",510-638-5864,www.lung.org/california,en,California,,"37.755967, -122.188088",,,,Program,5562,,,,2020-06-29 01:23:00,
38903989en,38903989,Behavioral Health Services,,,,38898568,DAVIS STREET FAMILY RESOURCE CENTER - DSFRC,2376,,,ACTIVE,Offers psychological assessments. Assists with con...,510-347-4620 ext 141,www.davisstreet.org,en,,San Leandro Community Counseling,"37.720538, -122.156804",,,,Program,5562,,,,2020-06-29 01:23:00,
38905885en,38905885,Behavioral Health Services,,,,38898793,AXIS COMMUNITY HEALTH,2376,37.685314,-121.894812,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",925-462-1755,www.axishealth.org,en,,,"37.66162, -121.8742","37.685314, -121.894812",,,Program,5562,,,,2020-06-29 01:23:00,
38903461en,38903461,Berkeley Addiction Treatment Services (BATS),94702,2975 Sacramento Street,Berkeley,38898478,,2376,37.865566,-122.284909,ACTIVE,"<span style=""color:#FF0000"">Note: Hours have chang...",510-644-0200,www.batsrecovery.org,en,California,,"37.865566, -122.284909",,,,Program,5562,,,,2020-06-29 01:23:00,
38903953en,38903953,California Smokers' Helpline,,,,38898876,"UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD) - CANCE...",2376,,,ACTIVE,Offers a free statewide quit smoking service. Prov...,800-662-8887 (800-NO-BUTTS),www.nobutts.org,en,California,,"32.8761, -117.2318",,,,Program,5562,,,,2020-06-29 01:23:00,
38904509en,38904509,Chemical Dependency Intensive Outpatient Program (...,,,,38899043,FREMONT HOSPITAL,2376,,,ACTIVE,"Provides intensive outpatient treatment, including...",888-796-1101,www.fremonthospital.com,en,,,"37.54658, -121.97964",,,,Program,5562,,,,2020-06-29 01:23:00,
38904500en,38904500,Cherry Hill Detox,,,,38898646,HORIZON SERVICES INC. (HSI),2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative O...",866-866-7496,www.horizonservices.org,en,California,,"37.703439, -122.12448",,,,Program,5562,,,,2020-06-29 01:23:00,
38905841en,38905841,Christian Women Supporting Women (CWSW),94607,721 Brockhurst,Oakland,38899379,,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not op...",510-543-7867,,en,California,,"37.806984, -122.286229",,,,,,Program,"5562,5563,5564","5323, 5323, 5323",2020-06-29 01:23:00,
38903640en,38903640,Chrysalis,,,,38898646,HORIZON SERVICES INC. (HSI),2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative O...",510-450-1190,www.horizonservices.org,en,California,,"37.835713, -122.263515",,,,Program,5562,,,,2020-06-29 01:23:00,
38906914en,38906914,Community Mental Health and Outreach Services,,,,38898602,RUBYS PLACE INC,2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000"">Note: Program is curre...",510-786-1246,www.rubysplace.org,en,,,"37.674815, -122.081533",,,,Program,5562,,,,2020-06-29 01:23:00,
38904809en,38904809,Community Wellness Department,,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Phone and front ...",510-434-5421,www.nativehealth.org,en,California,,,,,,Program,5562,,,,2020-06-29 01:23:00,
38903446en,38903446,Counseling Services,,,,38898460,ANTHROPOS COUNSELING CENTER,2376,,,ACTIVE,"Provides marriage, family, child, individual, and ...",925-449-7925,www.anthroposcounseling.org,en,,,"37.67802, -121.76988",,,,Program,5562,,,,2020-06-29 01:23:00,
38904429en,38904429,Creative Wellness Center (CWC),,,,38898505,BONITA HOUSE INC,2376,37.863769,-122.274686,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;Bonita Hous...",510-923-2269,www.bonitahouse.org,en,,,"37.863769, -122.274686",,,,Program,5562,,,,2020-06-29 01:23:00,
38904501en,38904501,Cronin House,,,,38898646,HORIZON SERVICES INC. (HSI),2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Administrative O...",510-784-5874,www.horizonservices.org,en,California,,"37.635455, -122.102084",,,,Program,5562,,,,2020-06-29 01:23:00,
38905072en,38905072,Day Treatment,,,,38898706,NEW BRIDGE FOUNDATION,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Not accepting ne...",800-785-2400,www.newbridgefoundation.org,en,,,"37.87493, -122.26294",,,,Program,5562,,,,2020-06-29 01:23:00,
38904005en,38904005,East Oakland Recovery Center (EORC),,,,38898912,BI-BETT CORPORATION,2376,37.762734,-122.157057,ACTIVE,"<span style=""color:#FF0000"">Notes: Hours have chan...",510-568-2432,,en,,Alanon,"37.762734, -122.157057",,,,Program,5562,,,,2020-06-29 01:23:00,
38907241en,38907241,El Chante - Men's Recovery Home,,,,38898669,LA FAMILIA COUNSELING SERVICE,2376,,,ACTIVE,"Offers an 20-bed, licensed, peer-group-oriented, a...",510-535-2303,,en,California,,"37.818366, -122.235131",,,,Program,5562,,,,2020-06-29 01:23:00,
38905535en,38905535,First Offender DUI Program,,,,38898912,BI-BETT CORPORATION,2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000"">Note: Intake appointme...",510-783-8708,,en,,,"37.762734, -122.157057","37.674815, -122.081533",,,Program,5562,,,,2020-06-29 01:23:00,
38904719en,38904719,Fountain Recovery - Alcohol and Drug Treatment Cen...,,,,38899140,FOUNTAIN RECOVERY DRUG AND ALCOHOL TREATMENT,2376,37.729225,-121.691025,ACTIVE,"<span style=""color:#FF0000"">Notes: Office is still...",925-292-5583,www.fountainrecovery.com,en,,,"37.729225, -121.691025",,,,Program,5562,,,,2020-06-29 01:23:00,
53108011en,53108011,Fountain Recovery Drug and Alcohol Treatment,,,,38899140,,2376,,,ACTIVE,"<span style=""color:#FF0000"">Notes: Office is still...",925-292-5583,fountainrecovery.com,en,,,,,,,Program,5562,,,,2020-06-29 01:23:00,
38907129en,38907129,Fremont Resident Program,94536,37437 Glenmoore Drive,Fremont,38898509,CURA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not op...",,,en,California,,"37.56283, -122.00044",,,,Program,5562,,,,2020-06-29 01:23:00,
38906904en,38906904,GET REAL: Recovery Empowerment and Life,,,,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,37.81018,-122.269073,ACTIVE,This program is designed to provide outpatient sub...,510-663-7979,,en,California,,"37.81018, -122.269073",,,,Program,5562,,,,2020-06-29 01:23:00,
38905362en,38905362,Health Education Programs,94546,20103 Lake Chabot Road,Castro Valley,38898596,EDEN MEDICAL CENTER,2376,37.72608,-122.08038,ACTIVE,Offers health education programs including diabete...,,www.edenmedcenter.org,en,California,,"37.72608, -122.08038",,,,Program,5562,,,,2020-06-29 01:23:00,
38903923en,38903923,Highland Campus: Outpatient Substance Abuse Progra...,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.80294,-122.20632,ACTIVE,The Highland Hospital Substance Abuse Program is a...,510-437-5192,www.alamedahealthsystem.org,en,California,,"37.80294, -122.20632",,,,Program,5562,,,,2020-06-29 01:23:00,
51793857en,51793857,Homeless Supportive Services,,,,38898802,ABODE SERVICES,2376,,,ACTIVE,Provides temporary shelter for homeless individual...,510-657-7409,www.abodeservices.org,en,,,"37.526811, -121.964908",,,,Program,5562,,,,2020-06-29 01:23:00,
38905074en,38905074,Intensive Outpatient Program (IOP),,,,38898706,NEW BRIDGE FOUNDATION,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Not accepting ne...",800-785-2400,www.newbridgefoundation.org,en,California,,"37.87493, -122.26294",,,,Program,5562,,,,2020-06-29 01:23:00,
38907243en,38907243,Latino Family Services Center,,,,38898669,LA FAMILIA COUNSELING SERVICE,2376,,,ACTIVE,Provides substance abuse treatment - outpatient pr...,510-536-4760,,en,California,,"37.818366, -122.235131",,,,Program,5562,,,,2020-06-29 01:23:00,
38905071en,38905071,Long-Term and Short-Term Residential Treatment Pro...,,,,38898706,NEW BRIDGE FOUNDATION,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Not accepting ne...",800-785-2400,www.newbridgefoundation.org,en,California,,"37.87493, -122.26294",,,,Program,5562,,,,2020-06-29 01:23:00,
38906656en,38906656,Lung HelpLine,,,,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA,2376,37.755967,-122.188088,ACTIVE,Offers detailed and accurate information on the fo...,800-586-4872,www.lung.org/california,en,,,"37.755967, -122.188088",,,,Program,5562,,,,2020-06-29 01:23:00,
42388506en,42388506,MAT - Medication Assisted Treatment Program,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,,,ACTIVE,Treats opioid addiction through the use of bupreno...,510-456-3517,http://www.tri-cityhealth.org/,en,,,"37.5584, -121.98197",,,,Program,5562,,,,2020-06-29 01:23:00,
38904861en,38904861,Men's Recovery Program,,,,38898840,CITYTEAM MINISTRIES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Now providing to...","510-452-3758, Ext 14",www.cityteam.org/oakland/,en,,,"37.806984, -122.286229",,,,Program,5562,,,,2020-06-29 01:23:00,
38903471en,38903471,Mental Health Division - Adult Services Program,94704,2640 Martin Luther King Jr. Way,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.867417,-122.259661,ACTIVE,"Provides assessment and crisis intervention, short...",510-981-5290,www.ci.berkeley.ca.us/SubUnitHome.aspx?id=15670,en,California,,"37.867417, -122.259661",,,,Program,5562,,,,2020-06-29 01:23:00,
38903828en,38903828,MPI Alcohol and Chemical Dependency Treatment Prog...,,,,38898790,ALTA BATES SUMMIT MEDICAL CENTER SUMMIT CAMPUS,2376,37.835713,-122.263515,ACTIVE,Services include physician-supervised detoxificati...,510-652-7000,www.altabatessummit.org/mpi/,en,California,,"37.835713, -122.263515",,,,Program,5562,,,,2020-06-29 01:23:00,
38907245en,38907245,Mujeres Con Esperanza (Women With Hope),,,,38898669,LA FAMILIA COUNSELING SERVICE,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: Implemented “She...",510-536-4764,www.lafamiliacounseling.org,en,,,"37.778403, -122.216989",,,,Program,5562,,,,2020-06-29 01:23:00,
38903702en,38903702,Nar-Anon Northern California,,,,38898701,"NAR-ANON FAMILY GROUPS HEADQUARTERS, INC",2376,,,ACTIVE,A self-help support group for families and friends...,510-496-2708,www.naranoncalifornia.org/norcal,en,California,,"37.835713, -122.263515",,,,Program,5562,,,,2020-06-29 01:23:00,
38905954en,38905954,New Leaf Treatment Center,,,,38899420,,2376,,,ACTIVE,Offers 12 weeks of intensive outpatient treatment ...,,www.nltc.com,en,California,,"37.898142, -122.115853",,,,Program,5562,,,,2020-06-29 01:23:00,
38903720en,38903720,Oakland Men's Center,,,,38898713,TEEN CHALLENGE NORWESTCAL NEVADA,2376,37.738816,-122.172403,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-562-1141,www.teenchallenge.net,en,,,"37.738816, -122.172403",,,,Program,5562,,,,2020-06-29 01:23:00,
